"MAKE";"TYP";"MODEL";"BTNAME";"BTADDRESS";"SERVICEREQ";"WORKDONE";"MEMO";"P1";"P10";"P11";"P12";"P13";"P14";"P15";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"PD1";"PD10";"PD11";"PD12";"PD13";"PD14";"PD15";"PD2";"PD3";"PD4";"PD5";"PD6";"PD7";"PD8";"PD9"
"LG";"dishwasher";"LDFN4542S.ASSESNA";"Assurant/Lowes Ext";"25001089605DF";"THE DISHWASHER WILL NOT DO ANYTHING JUST THE AE ERROR.... CHECKING THE FILTER, DRYING OUT THE BIN THAT THE FILTER FITS IN. SHUTTING OFF THE MACHINE VIA THE BREAKER AND IT WILL NOT GO PAST THE AE ERROR.";"11/06/25 Customer education";"10/28 AE = leak. Find the leak before changing parts. Might have customer try to run 1-2 hours prior(or morning of appt) to arrival. TB

11/06/25 No parts installed. Had customer start unit about 45 minutes before I arrived. Ran 3 partial cycles after I arrived. No signs of leaking. Wash motor, drain pump, valve, water inlet and gasket ok. Customer stated that the sink backed up and back filled into unit right before the AE error. Suspect that drain wasn't able to move water out of unit and threw error. op ok geo";"3920DD3005H";;;;;;;"ABT72989206";"MEJ63424701";;;;;;;"#Gasket 4337";;;;;;;"#Motor 26133";"#Hose Conn 0897";;;;;;
"Samsung";"elec, convec";"NE63A6711SG/AA  00";"squaretrade";"010875954131";" NOT REACH TEMP SET AT AND NOW THE FAN IS NOT WORKING AND MAKING NOISES.";"NEED MORE PARTS WARRANTY NOTIFED";"10/31/25 No parts installed. Convection fan motor open, Relays sticking. Warr. notified via Email geo";"DE47-20037A";;;;;;;"DG32-00002B";"DG47-00071C";"DG96-00602B";;"DG31-00014F";"DG67-00018A";"6021-001211";"DG94-04041E";"R thermostat";;;;;;;"R thermistor";"E heater";"M switch";;"Convection Mtr";"Blade";"Nut";"Main"
"Panasonic";"Microwave";"NN-SN76LS";"Panasonic warranty";;"CAN ENTER TIME AND PRESS GO THEN KEY LIGHT COMES ON UNIT DOES NOT RUN";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Samsung";"tv";"UN65F7100AFXZA TH02";;;"DOES NOT RESPOND TO REMOTE";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Velodyne";"sub";"DD12BG";;;"NO POWER";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Whirlpool";"washer";"W10305872";;;"LEAKS WATER. LEAKING WHEN TRYING TO FILL.";;"11/03/2025, April, the property managerm called to leu know that this customer is not available today. Reschedule. K

Go to Diag.  Where is it leaking(visibly) 10/29/25 TB

11/03/25 Customer requests to reschedule. Not able to contact tenent. geo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GE";"Washer";"HTW265ASW0WW";"GE Warranty";"075610739";"SQUEALING NOISE DURING SPIN. STARTED AFTER ONE MONTH AFTER PREVIOUS REPAIR.";;"GEO to ge rediagnose. 
Change the dampers and grease top and bottom sockets. 
Frame squeaking possible.10/28/25TB

previous ticket 69038, same issue persisting. Wants a new unit customer is mad. Told customer to call back on Friday to get a better idea.";"WH16X26911";;"CRM";"CRM";;;;"WH16X26910";"WH03X37017";;;;;;;"Dampers 755";;"10/2/25";"10/2/25";;;;"Dampers 711";"Grease 3914";;;;;;
"Whirlpool";"washer";"WTW8127LW";"squaretrade";"044539954137";"DOOR GOT LOCKED AND WOULDN¿T OPEN, FINALLY GOT IT OPENED THEN IT WOULDN¿T RELOCK AND RUN. THEN FINALLY GOT IT STARTED AND IT SHUT OFF SMOKED A LITTLE THEN IT STARTED BACK UP AND WON¿T START A CYCLE";;;"W11510463";;;;;;;"W11700916";"W11457841";;;;;;;"CNTRL-ELEC";;;;;;;"LATCH";"STRIKE";;;;;;
"GE";"microwave";"GCST11N1W1SS";"GE Warranty";"075610999";"USING IT SHUT OFF. PF POWER CODE. RESET AND RAN FOR 3 SECONDS AND SHUT DOWN. CHANGED NEW OUTLET STILL DOESNT WORK.";;"10/28 received a cancellation from GE";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GE";"refrigerator";"GSE23GYPFCFS";"GE Warranty";"075611224";"WATER FILTER LIGHT WONT TURN OFF";;"IF RFID or main changed OR unplugged, must wait 10 minutes to accurately test after changing parts. 10/28/25TB";"WR55X43866";;;;;;;"WR55X40446";"WR14X47687";"XWFE";"WR17X33825";"WR17X20449";"WR23X10783";;;"RFID PCB 6331";;;;;;;"Main 23917";"Filt manif 7374";"Filter 5969";"Filt Bypass 2517";"Paddle 1703";"Paddle Sw 3594";;
"Whirlpool";"dishwasher";"WDTA50SAKZ2";"squaretrade";"021917954132";;"11/07/25 Replaced parts. op ok";"10/31 Part has arrived. dk

11/07/25 Replaced parts. op ok geo";"W11535094";;;;;;;;"W11434044";;;;;;;"INLET-WATR";;;;;;;;"valve, inlet e";;;;;;
"Samsung";"refrigerator";"RF29A9671SR/AA 15";"Assurant/Lowes";"25001092430DF";"WATER IS POOLING UNDER THE BOTTOM DRAWERS OF THE REFRIGERATOR AND THEN WILL LEAK INTO THE FREEZER.";;"IF pipe and/or case filter needs changed, change ALL IM due to leaking through cavity and potential damage to IM trays. 10/29/25TB

10/29 Authorization Request has been created. $915.51 dk
10/31 Authorization Approved";"DA97-23385A";;;;;;;"DA97-21801C";"DA97-22160A";"DA97-22162A";;;;;;"Case Filter208.09";;;;;;;"Pipe 83.64";"IM 120.57";"IM 11808";;;;;
"GE";"refrigerator";"PVD28BYNCFS";"squaretrade";"030117954132";"REFRIGERATOR THAT FREEZER IS NOT COOLING AND ICE MAKER IS NOT MAKING ICE";"NEED MORE PARTS WARRANTY NOTIFED";"Changed IM. The issue is unit not cooling enough. The controller on the drawer is missing function and partial display. The door edges are warm/""hot"". The defrost/heaters are staying on. Needs main control and PS also. Part email sent to ST. 11/07/25TB";"WR30X39345";;;;;;;;"WR55X48305";"WR55X31984";"WR55X41525";;;;;"ICEMAKER";;;;;;;;"Main";"PS";"Drawer Control";;;;
"GE";"refrigerator";"PGE29BYTCFS";"GE Warranty";"075613238";"THE WATER PITCHER INSIDE THE FRIDGE KEEP OVERFLOWING. GE ALREADY SENT A REPLACEMENT PITCHER BUT THE SAME THING HAPPENED. IT'S NOT EVERY TIME BUT WHEN IT OVERFLOWS IT FLOODS THE KITCHEN FLOOR";;"CHANGE the housing/PCB.  THIS is a new updated modification. 10/29/25TB

10/28  texed cx";"WR01X46146";;;;;;;"WR02X48145";;;;;;;;"Pitcher 13238";;;;;;;"Housing 2710";;;;;;;
"LG";"refrigerator";"PRFS2883AF";"Centricity";"BO04508QGD74";"REFRIGERATOR : COOLING ISSUE - REFRIGERATOR IS TOO COLD";;"received a cancellation from Centricity";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Maytag";"Washer";"MVW7232HW2";"Assurant/Lowes";"25001094984DF";"WASHER WILL NOT FILL WITH WATER AND DRUM DOESN'T MOVE WHEN WASHING";;"Send GEO.  Potential problem described on prev ticket was latch. 10/29/25

10/30 Authorization Request has been created. 538.92 dk
";"W11687817";;;;;;;"W11700916";"W11614515";"W11568984";"W11614635";;;;;"Main 161.84+";;;;;;;"Latch 31.52";"Inlet valve 50.75";"Lwr Harness 42.50";"Line Filt 24.52";;;;
"Whirlpool";"refrigerator";"WRF757SDHZ";"squaretrade";"031627954131";"ICE MAKER IS NOT WORKING

";"11/06/25 Replaced parts. op ok";"10/30 talked to aaron, parts ETA is today. dk
10/31/2025, Customer called to let us know that he received one box of part. He was under the impression that we will be at his house on Monday. Was told that he will be notified by our office in when we can service his unit. K

11/06/25 IM motor open. Replaced parts. op ok geo


""motor open"" is not a valid measurement. When recording impedence, write the numeric value. In an unknown impedence value, the voltage is more important. 11/06/25TB11/06/25TB";"W11658802";;;;;;;"W11482383";;;;;;;;"ICEMAKER";;;;;;;"#VALVE";;;;;;;
"GE";"Washer";"PTW600BSR1WS";"GE Warranty";"075613955";"LEAK DETECTED NOTIFICATION WASHER IS LOCKED

";;"Pressure sensor is on the main. 10/29/25TB";"WH23X28418";;;;;;;"WH22X33178";"WH08X37859";"WH01X32866";;;;;;"Drain pump 3151";;;;;;;"Main 11502";"Latch 6561";"Strike 0425";;;;;
"FRIGIDAIRE";"washer";"FLCE7522AW4";"Electrolux Warranty";"1004987871-10";"IT DOESN'T SPIN OUT THE CLOTHING. SAYS IT'S SPINNING BECAUSE THE GREEN LIGHT LIGHTS UP FOR THAT CYCLE BUT IT DOESN'T. CLOTHES ARE SOAKING WET. SEEMS TO JUST REFIL TUB WHEN IT SHOULD BE SPINNING. TUB SOAKING WET.";"Removed packing foam from under and in drum. op ok";"Go Diag, Brand new unit, instaled 10/28

Removed packing foam from under drum  and in spin basket. 11/03/25 TB";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"FRIGIDAIRE";"oven";;"Armis Extended";"SR380897";"OVEN IS NOT HEATING UP";;"Per Armis, Go Diag 11/3 cxdo not have money to pay &149.08 and said he might buy nother oven, Cxld NE. 
10/31 lvm txt no ans, NE. 
10/30/2025, The warranty called to make sure we have the information for this customer. And, we have it. K
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GE";"microwave";"JNM3163RJ6SS";"GE Warranty";"075614764";"SEE REMARKS:27 IS DENTED; CALL TAG 1-800-256-6873";;"Go to diagnose. Dispatch says to call TAG. Do not order parts. 11/03/25TB";"WB56X29973";;;;;;;"WB56X44696";;;;;;;;"Cont panel 3179";;;;;;;"Case 2944";;;;;;;
"GE";"range, gas";"GRF400PV1SS";"GE Warranty";"075614691";"OVEN STOP WORKING AFTER MINUTES OF USE AND SHUTS OFF.";;"Measure and record impedence for all oven cavity elements. 11/03/25TB

10/29 texed cx";"WB27X48610";;;;;;;"WB07X47346";"WB18X47334";"WB17X47506";;;;;;"OBC1 cont 7606";;;;;;;"Overlay GE Inv";"Harness GE Inv";"Temp sens 1173";;;;;
"Frigidaire";"range";"GCFI3060BFC";"Electrolux Warranty";"1004992785-10";"BURNER NOT WORKING";"10/30, child lock was on unit now working. bill out diag. AA";"10/30, child lock was on unit now working. bill out diag. AA

10/29 texed cx

10/30 


";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GE";"Washer";"HTW265ASW0WW";"GE Warranty";"075615169";"NOT SPINNING OR DRAINING, WAS MAKING LOUD BANGING NOISE BEFORE IT STOPPED WORKING.";"drain hose was on floor and gravity draining on its own. Secured hose at elevation. op ok";"10/31/2025, Customer called to confirm her appointment for Monday. Was advised that parts are on order, will be notified by us when we can come for the repair. K

NO parts needed or used.
Drain hose on floor. Elevated and secured drain hose. 11/06/25TB";"WH16X26911";;;;;;;"WH16X26910";"WH23X28418";"WH19X27495";"WH22X38438";;;;;"#Damper 0782";;;;;;;"#Damper 0736";"#Drain pump 3151";"#Harness 5156";"#Main 9512";;;;
"Frigidaire";"refrigerator";"GRFN2023AF00";"Electrolux Warranty";"1004993049-10";"ONLY THE FRIDGE IS NOT COOLING, FREEZER COOLING. TEMP SAYS 33 BUT ACTUALLY 44.";;"10/29 texed cx";"5304536929";;;;;;;;;;;;;;;"Evap assy 7094";;;;;;;;;;;;;;
"GE";"washer";"GFW850SPN4RS";"squaretrade";"022707954134";"IT DOESN T SPIN AND GIVES ERROR CODE";"11/04/25 Replaced parts. op ok";"11/04 confirmed that she got parts for the appt today. dk 

11/04/25 Replaced parts. op ok geo";"WH22X37840";;;;;;;"WH22X38837";;;;;;;;"Main";;;;;;;"Inverter";;;;;;;
"Samsung";"dishwasher";"DW80R2031US/AA 00";"squaretrade";"053807954137";;;"10/31 received a cancellation from square trade 
 UNABLE TO SOURCE PART MOVING TO ALTERNATE RESOLUTION ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GE";"Washer";"PTW605BPR11DG";"squaretrade";"086597954131";"THE SOAP DISPENSER IS FALLING OFF";"Changed parts. op ok";"402 506 3886 Arturo

The cusomter had been sent a agit cap and a drawer assy. Installed both. 11/04/25 t b";"WH01X33057";;;;;;;;;;;;;;;"AGITATOR CAP";;;;;;;"Drawer Assy.";;;;;;;
"Ge";"oven, elec";"JBS10DF1CC";;;"OVEN IS BURNING EVERYTHING OVEN INDICATOR RED LIGHT STAYS ON, OVEN GOES OFF BUT WHEN TRYING TO BAKE ANYTHING IT BURNS EVERYTHING";;"10/29 says he will call us back, not sure he call on Monday. dk";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GE";"dryeer";"GTD48EASW0WB";"GE Warranty";"075615572";"WONT TURN ON HAS POWER. LIGHT TURNS ON";;"10/29 texed cx";"WE04X24550";;;;;;;"WE04X28977";"WE01X25316";"WE01M10007";"WE04X26216";;;;;"Timer 7074";;;;;;;"Door sw 0664";"Latch 1763";"Strike 0520";"Exh thermst 1857";;;;
"Samsung";"dish";"DW80B7070US";"squaretrade";"014188054137";"RANDOMLY STOPPED WORKING BUT DOES HAVE POWER";"DIAGNOSTIC NEED PARTS WARANTY NOTIFED";"Diagnostic 
11/3/2025. Customer calle to follow-up on this ticket. She was adised that we just received the dispatch and will follow-up sending somebody to diag tge unit. She said Eric G Johnson, is the comapny prsident. The person on the property to coontact is her, Adriana at (402) 671-9604.K

PC error code. Indicates halfload error. Also, bulletin about this error (combination) for wire harness. Also, not get water into unit. Part email sent to ST. 
For scheduling. ALSO, be aware the address above is not the same as on tick.Parts will be sent to above. Unit is located at:
1403 Harney St. Omaha.  11/04/25 TB
";"11/04/25";;;;;;;;"DD82-002271A";"DD97-00652A";"DD33-01002B";;;;;;;;;;;;;"Door harn";"Main";"Valve";;;;
"GE";"dishwasher";"ZDT985SPN6SS";"squaretrade";"031198054131";"THE DOOR HAS ISSUES";"NEED MORE PARTS WARRANTY NOTIFED";"10/30/2025, Customer called, Returning Aaron's call, to let us know that he has filed a claim with Squaretrade and wants to know how soon we could go to his house. Was advised that Squaretrade will send them part(s) and he is supposed to call when he gets the part(s). And, do not open the pat package. K

10/31 says parts have arrived. dk

Hinges are ok. The springs and cables are kinked. Part email sent to ST. 11/04/25 TB

";"WD14X22896";;;;;;;"WD14X22895";;"WD01X22892";"WD03X20446";"WD03X20316";;;;" ARM HINGE";;;;;;;" ARM HINGE";;"Cable";"Spring";"Spring";;;
"GE";"dishwasher";"GDP670SGV1BB";"GE Warranty";"075616551";"LEAKING UNDER THE UNIT, THERE IS STANDING WATER UNDER THE DW, TURNED OFF THE WATER TO THE DISHWASHER AND PUT A PAN UNDER THE UNIT.";;"10/30 leaking last night, action plumbing installed it. dk";"WD19X25461";;;;;;;"WD19X32518";"WD24X10062";;;;;;;"Drain pump 2505";;;;;;;"Wash pump 5016";"Hose 1069";;;;;;
"Samsung";"washer";"WF45K6500AW/A2";"self pay";;" ERROR CODE / ERROR MESSAGE";;"customer agreed to $149.08, will not want service if it takes too long
3

Customer canceled service. Purchased new unit. 11/04/25TB";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GE";"range-gas";"PGS930YPFS";"squaretrade";"089059054134";"TRYING TO PREHEAT THE OVEN, AND IT DOES NOT EVEN START HEATING.";;"10/30 NO TICKET MADE-AA reassigned I called sqare trade 
11/4 Dispatch Cancelled";"WB24X25557";;;;;;;"WB27X42946";"WB13X40206";;;;;;;"sensor e";;;;;;;"touch board e";"ignitor e";;;;;;
"GE";"dishwasher";"PDT715SYVFS";"squaretrade";"096249054133";"DISHWASHER WON'T DRAIN

";;;"WD19X25461";;;;;;;;;;;;;;;"drain pump e";;;;;;;;;;;;;;
"GE";"refrigerator";"GNE27JYMFS";"GE Warranty";"075618065";"LEAKING / SWEATING / CONDENSATION / FROST:11 LOWES OFR LEAKING WATER

";;"10/30 GET OFR 27399000075
11/04/2025, The unit needs to be plugged in 48 hours before it can be diagnosed for service. The service is scheduled for Thursday, 11/6/2025. Requested Lowes to plug the unit to power, spoke with Shana, and she said she will plug it in now (3:15 pm). K

Mullion not close and allowing air leaks. 11/06/25TB
";"WR17X25027";;"WH22X36577";"CRM";;;;;;;;;;;;"Mullion 12586";;"WIFI3345";"3/17/25";;;;;;;;;;;
"THERMADOR";"MW OVEN";"MC30WP/01";"squaretrade";"028919054136";"WHEN YOU TURNED IT ONN IT STARTS SMOKING IN THE TOP PART OF THE OVEN UPPER MICROWAVE HAVING ISSUES

";"DIAGNOSTIC NEED PARTS WARRANTY NOTIFED";"10/30 
Diagnostic 

11/06/25 Wave guide has a hole burnt into it. Warr. notified via Email geo";"11/04/25";;;;;;;"00617090";"10001590";"00625682";"12014084";;;;;;;;;;;;"Cover";"Magnetron";"Diode";"Capacitor";;;;
"GE";"DISHWASHER";"CDT888P3V2D1";"GE Warranty";"075617960";"~DW INSULATION IN THE DOOR COMING OUT BELOW IT SEE PHOTOS 

";;"GE warranty. Change the appropriate part. 11/06/25TB";"WD27X34725";;;;;;;"WD27X34700";;;;;;;;"Outer door 29877";;;;;;;"Inner door 13708";;;;;;;
"frigidaire";"range, elec";"FCCI3027AB";"Electrolux Warranty";"1005009207-10";"CRACKED COOKTOP PREVIOUS TICKET 68678";;"10/30 NO TICKET MADE GLASS WAS ON BACK ORDER. PART SAYS IS AVAILABLE NOW. TOM AND AARON WENT TO THIS CALL.-AA

11/06 Enc has part 5304535434 $294 dk";"5304535434";;;;;;;"357227574";;;;;;;;"Glass 34894";;;;;;;"Element 9763";;;;;;;
"GE";"Washer";"PFW950SPT1DS";"squaretrade";"012139054137";"SAME ISSUE STAINING CLOTHES. PREVIOUS TICKET 69764";;"10/30 
11/3  Please be advised, we are currently attempting to source the required parts necessary for this repair";"WH05X29620";;;;;;;"WH42X29542";"WH05X29514";"WH41X30363";"WH21X30360";"WH21X34129";;;;"TUB SEAL";;;;;;;"DISPENSER";"GASKET";"REAR TUB";"TUB FRONT";"BASKET";;;
"GE";"washer";"GTW585BSV3WS";"GE Warranty";"075617858";"PREVIOUS TICKET 69099 CLOTHES ARE BEING TORN UP STILL. THREADS BEING PULLED OUT. MATERIAL BEING WEAKENED AND WORN DOWN";;"Diag. Send TB. Likely will need two hours with TAG and running unit. 11/07/25TB";;;"WH03X32158";"CRM";;;;;;;;;;;;;;"#Sensor 1554";"10/18/25";;;;;;;;;;;
"GE";"WASHER";"GTW220ACW0WW";"GE Warranty";"075617724";"AGIGATOR IS BROKEN

";;"10/30
Chris from the Lincoln Housing Authority (LHA) called. Best number to reach is the Maintenance Front Desk Number, (402) 434-2610. Chris is the coordinator for the maintenace of the LHA. To get in touch with Chris, ask for her in the main number given, (402) 434-2610. She is going to text picture of make and model number to Metro. K";"WH43X30957";;;;;;;"WH43X25443";"WH02X24374";;;;;;;"Agitator 5678";;;;;;;"Cap 0459";"Screw 0450";;;;;;
"KITCHENAID";"refrigerator";"KRMF536RPS00";"Assurant Extended";"25001102020DFb";"REFRIGERATOR AND FREEZER STOPPED COOLING. ICE MAKER IS NOT MAKING ICE ALTHOUGH WATER DISPENSER WORKS.";;"Diagnostic. Record all temps. Picture document the evap coils. Does the compressor run? 11/03/25TB

Unit not cool. Resetting/unplugging control will restart the unit. Fans are ok on start up. Secondary drawer control not wet or harn broken. Get main and UI. 11/06/25 TB";"W10843055";;;;;;;"W11728331";;;;;;;;"Main 19684+C";;;;;;;"UI 11738+C";;;;;;;
"INSIGNIA";"WASHER";"NS-TWM35W1  REV D";"AIG Extended";"3696799E1";"THE DRUM IS TILTED EVEN WHEN I AM NOT USING ITDAMPERS BROKEN BECAUSE IT WAS NOT LEVEL PROPERLY. BBY01-806994658594,

";;"Dampers are NLA, per encompass.  Out of stock 41+days per marcone.  Go to diag. Then recheck parts avail. THEN likely give back to AIG for not repairable/Part NLA. 11/04/25 TB";"12938000001581";;;;;;;"12938000003401";;;;;;;;"Dampers";;;;;;;"Dampers";;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lg";"tv";"65UQ7070ZUE.BUSFLKR";"selfpay";"self";"WHEN POWERED ON THE RED INDICATOR BLINK 3 OR 4 TIMES THEN SHUTS DOWN";;"11/04 Gave estimate - no decision dk

11/04/2025, Shop Note:
LG TV not turning on, standby light blinks four times, blank dark screen, no video image. Disassembled, isolated the LED circuit, 270 V DC was observed to stay steady, video image could be seen on dark screen. The problem points to faulty LED circuit. Replace LED, and continue troubleshooting. Ticket to Dale. K-N
11/04/25 customer ok to fix GS 
Get LED, give estimate.

";;;;;;;;;;;;;;;;"LED";;;;;;;;;;;;;;
"Sony";"Stereo";"STR-DG720";"Selfpay";;"ONLY THE CENTER CHANNLE IS WORKING, NO AUDIO OUT FROM OTHER CHANNELS";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LG";"refrigerator";"LMXS28626D.ASBCNA1";"SPPN";"717913";"PC:01 / ENTIRE UNIT: NOT COOLING /. #FEE";;"11/3 rejected RE
10/31  diagnostic 
KNOWS WE ARE NOT REPAIRING UNIT. NEED CONFIRMATION FROM LG THAT IT IS A COOLING ISSUE TO BUYOUT. FAMILY OF 9, TYLER WENT THROUGH MAJOR SURGERY. - AA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GE";"WASHER";"GFW850SPNRS";"squaretrade";"047369054138";"WASHER STOPPED MID CYCLE AND WILL NOT RUN IN ANY SETTING.

";;"10/31 customer received parts GS";"WH23X29553";;;;;;;"WH22X37840";"WH03X29654";;;;;;;"VALVE";;;;;;;"MAIN";"PRE CHAMBER";;;;;;
"GE";"RANGE-GAS";"C2S950P4M4W2";"GE Warranty";"075618734";"BURNERS ARE NOT WORKING  THE OVEN IS WORKING FINE";"11/07/25 Customer education";"10/31  diagnostic   

11/07/25 Customer had feed line connected to the front of pressure regulator, it needs to connect to the bottom. Advised customer. op ok geo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"FRIGIDAIRE";"refrigerator";"FRSS2323ASA";"Electrolux Warranty";"1005018132-10";" UNIT IS NOT COOLING MAKING BOTH REFRIGERATOR AND FREEZER S A TICKING NOISE)THE UNIT SAID PUMP";;"Go to Diag. R600a. 11/07/25TB

11/3/2025. This customer called, expecting a service appointment for today, according to Electrolux. Was advicsed to disregard the appointment set by Electolux and we will follow up. She said the unit is not cooling and making some sort of ticking noise. She was advised to send a picture of the unit sticker, make, model, etc. She will also send an audio of the sound. K
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GE";"Washer";"PTW600BSR1WS";"GE Warranty";"075619433";" INTERIOR PART OF LID BROKE OUT ANDCAME OFF SEE PHOTOS ATTACHED";;;"WH10X35297";;;;;;;"WH01X32866";;;;;;;;"Lid 18400";;;;;;;"Strike 0425";;;;;;;
"GE";"refrigerator";"GSS25IYNZHFS";"GE Warranty";"SA-657897";" PROBLEM IS THAT THE ICE MAKER DIDN'T SHUT OFF AND OVER SPILLED AND HE CAME TO FIX AND NOW IT DOESN'T PRODUCE ANY ICE AND DOES NOT FILL TRAY WITH WATER.
";;"Bodewell has been out here about 5-7 times already";"WR30X39470";;;;;;;"WR57X36626";"WR14X47687";"XWFE";"WR17X33825";;;;;"IM 7198";;;;;;;"Inlet valve 4418";"Filter Manif 7374";"Filter 5969";"ByPass 2517";;;;
